"X";"ID";"DNI";"SEXO";"EDADJUBILACION";"GRUPOTOMA";"TOMA";"NRO";"EDAD";"ECIVIL";"TIEMPOVIUDA";"EDADCONY";"ANIMO";"OCUPACION";"ULTIMAOCUPACION";"HACECUANTO";"CAMBIOJUBIL";"COMOCAMBIO";"NIVELESTUDIOS";"VECESMEDICO";"SALUDSUBJ";"SALUDSATIS";"VIDASTIS";"HACIENDOMAYOR";"CONQUIENVIVE";"MIEMBROSHOGAR";"VECES1";"VECES2";"VECES3";"VECES4";"VECES5";"VECES6";"VECES7";"VECES8";"VECES9";"VECES10";"VECES11";"VECES12";"VECES13";"LLEVA1";"LLEVA2";"LLEVA3";"LLEVA4";"LLEVA5";"LLEVA6";"LLEVA7";"LLEVA8";"LLEVA9";"LLEVA10";"LLEVA11";"LLEVA12";"MOTIVO1";"MOTIVO2";"MOTIVO3";"MOTIVO4";"MOTIVO5";"MOTIVO6";"MOTIVO7";"MOTIVO8";"MOTIVO9";"MOTIVO10";"MOTIVO11";"MOTIVO12";"MOTIVO13";"MOTIVO14";"MOTIVO15";"MOTIVO16";"MOTIVO17";"MOTIVO18";"MOTIVO19";"AÑOS";"LOGROS1";"LOGROS2";"LOGROS3";"LOGROS4";"LOGROS5";"LOGROS6";"LOGROS7";"LOGROS8";"LOGROS9";"LOGROS10";"LOGROS11";"LOGROS12";"LOGROS13";"LOGROS14";"LOGROS15";"LOGROS16"
2133;1783;775;2;49;"E";13;6053;71;2;NA;72;4;"AMA DE CASA                                     ";"DOCENTE                                         ";19;1;2;5;NA;2;4;6;9;2;2;7;0;2;3;3;1;3;0;0;0;4;3;2;1;1;5;5;5;5;5;0;0;5;5;2;2;4;1;1;1;4;4;4;4;1;4;4;1;2;4;1;4;1;1;9;4;4;4;2;4;4;4;4;3;3;3;4;3;3;3;4
188;184;435;2;62;"D";10;45;68;6;2;NA;6;"JUBILADA                                        ";"SECRETARIA EJECU                                ";8;1;4;4;1;3;3;9;6;1;NA;NA;0;2;2;2;0;2;0;NA;NA;4;5;NA;NA;3;4;4;4;4;3;NA;NA;5;4;NA;3;4;2;2;1;NA;3;4;4;3;4;4;2;2;3;2;3;1;4;8;3;NA;NA;NA;NA;3;4;3;3;1;2;3;4;NA;NA;3
80;80;593;2;70;"E";13;6091;75;6;4;NA;6;"JUBILADA                                        ";"EMPLEADA                                        ";4;1;3;6;0;2;3;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;5;5;5;5;4;NA;4;4;9;3;NA;4;NA;NA;NA;NA;NA;4;4;NA;3;4;NA;NA;4;NA;3;NA;3;15;3;3;2;9;4;2;4;3;9;1;2;9;3;9;3;4
2277;1897;907;2;62;"A";1;251;67;6;3;NA;4;"                                                ";"                                                ";5;1;2;3;1;2;1;3;6;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;5;NA;NA;NA;5;NA;NA;5;4;4;4;NA;NA;NA;4;4;NA;NA;4;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;4;NA;4;NA;4
2520;2086;252;2;75;"A";1;157;79;6;7;NA;8;"VARIAS                                          ";"ABOGADA                                         ";4;1;4;6;0;3;4;9;9;1;NA;0;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;5;5;5;5;5;NA;NA;5;5;5;NA;NA;4;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;4;7;NA;NA;NA;NA;NA;4;4;NA;NA;NA;NA;NA;4;NA;NA;NA
1151;1011;307;2;66;"B";4;571;76;2;NA;78;4;"                                                ";"DOCENTE                                         ";10;1;3;5;NA;2;2;6;3;2;NA;7;3;4;NA;3;2;NA;1;NA;NA;NA;NA;NA;4;4;4;NA;4;4;3;NA;3;4;3;NA;3;3;3;9;2;1;NA;4;3;2;3;3;3;2;3;NA;2;NA;3;NA;3;NA;NA;NA;2;NA;3;3;2;3;3;NA;NA;NA;NA;NA
646;584;668;2;56;"B";4;625;78;6;7;NA;4;"JUBILADA                                        ";"MAESTRA                                         ";10;0;NA;5;NA;2;1;3;6;3;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;3;4;NA;3;NA;NA;NA;4;3;NA;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;12;NA;2;3;2;NA;4;4;2;NA;2;NA;NA;3;3;NA;2
480;442;152;1;58;"D";10;283;87;1;NA;NA;6;"JUBILADA                                        ";"DOCENCIA                                        ";25;0;9;6;0;1;2;3;3;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;4;4;NA;4;NA;4;NA;NA;NA;4;NA;NA;4;NA;4;4;NA;NA;4;NA;NA;NA;NA;7;NA;3;3;NA;3;3;3;3;3;NA;3;3;3;NA;3;3
1951;1647;439;2;50;"D";11;407;62;2;NA;65;6;"JUBILADA                                        ";"BANCARIA                                        ";12;1;2;6;0;3;3;9;6;5;NA;7;3;2;7;6;NA;1;0;NA;NA;3;1;NA;5;4;5;5;NA;3;4;0;3;4;4;4;2;3;1;2;3;3;3;3;3;NA;3;4;NA;NA;NA;NA;3;NA;NA;10;4;3;3;3;2;3;3;3;3;9;3;9;3;3;3;3
2651;2186;807;2;66;"D";10;7;67;1;NA;NA;6;"JUBILADA                                        ";"EMPLEADA                                        ";1;1;4;5;1;4;3;6;9;1;1;NA;7;NA;NA;NA;NA;NA;NA;NA;NA;7;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;3;3;3;4;4;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;NA;10;NA;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA
2141;1790;579;2;60;"A";1;312;68;2;NA;74;4;"JUBILADA                                        ";"DOCENTE                                         ";8;1;2;4;1;2;1;6;6;2;2;7;NA;4;1;3;NA;NA;NA;NA;NA;NA;NA;NA;3;4;4;5;4;4;4;NA;NA;4;5;NA;NA;4;NA;NA;NA;6;NA;NA;4;NA;4;NA;NA;NA;NA;NA;4;NA;NA;1;4;NA;NA;NA;4;4;4;4;NA;NA;NA;NA;4;NA;4;NA
391;365;597;1;60;"B";5;50113;71;4;NA;66;6;"                                                ";"COMERCIO                                        ";11;1;3;4;NA;3;3;9;9;2;NA;NA;NA;2;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;3;NA;NA;NA;NA;5;4;4;NA;3;NA;NA;NA;3;NA;3;NA;NA;3;3;NA;NA;3;NA;NA;NA;3;1;4;4;4;NA;4;4;4;4;NA;NA;4;NA;4;4;4;NA
2121;1775;834;2;48;"A";1;322;57;2;NA;58;6;"JUBILADA                                        ";"DOCENTE                                         ";9;1;3;5;1;2;2;6;0;2;2;7;NA;3;2;NA;NA;NA;NA;6;1;1;NA;6;4;NA;5;4;NA;NA;4;4;4;4;NA;4;3;4;3;2;2;3;3;4;4;4;4;4;3;3;4;3;3;2;4;7;4;2;2;2;4;4;4;4;3;3;2;3;4;9;3;4
1337;1162;688;2;60;"A";1;135;71;2;NA;82;6;"PRESIDENTE HOGAR                                ";"EMPLEADA FAC.LEN                                ";12;1;3;4;1;2;1;6;9;2;2;7;3;NA;2;NA;NA;NA;1;NA;1;3;0;3;3;4;NA;4;NA;NA;3;NA;4;5;3;4;4;4;4;3;4;3;3;4;4;4;4;4;3;4;4;3;4;1;4;NA;3;4;3;3;3;1;4;3;3;4;4;3;3;3;3;3
394;367;152;1;67;"B";4;448;85;1;NA;NA;4;"JUBILADA                                        ";"PROFESOR                                        ";26;0;NA;6;NA;2;2;6;6;1;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;NA;NA;NA;3;NA;3;4;4;4;3;NA;NA;NA;NA;NA;NA;3;3;NA;3;3;NA;NA;3;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1934;1636;381;2;53;"D";10;186;67;2;NA;66;6;"JUBILADA                                        ";"DOCENTE                                         ";14;1;4;5;NA;2;3;9;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;4;5;5;4;4;4;NA;4;4;4;4;3;4;2;1;1;NA;3;4;4;2;4;4;3;3;2;1;3;9;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2654;2187;127;2;53;"A";1;60;NA;2;NA;63;8;"JUBILADA                                        ";"BANCARIA                                        ";6;1;4;5;NA;1;3;9;9;6;6;2;1;7;4;4;NA;NA;NA;NA;NA;4;NA;NA;4;4;4;3;NA;4;NA;NA;NA;4;4;NA;4;4;4;2;2;4;4;4;4;2;2;4;2;4;2;2;4;1;2;5;4;3;4;4;3;3;3;4;4;4;4;3;4;4;4;3
1332;1157;654;2;62;"B";4;595;64;2;NA;NA;NA;"JUBILADO                                        ";"PSICOLOGO                                       ";2;0;NA;6;3;2;2;9;9;2;NA;7;NA;7;NA;7;4;NA;NA;NA;NA;4;1;NA;4;0;4;0;4;9;3;9;NA;5;4;NA;3;4;3;3;2;NA;2;4;4;2;4;4;3;4;NA;4;4;4;NA;1;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2
2375;1971;340;2;55;"B";5;50114;67;2;NA;73;4;"JUBILADA                                        ";"DOCENTE                                         ";10;1;2;6;NA;2;3;6;9;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;3;1;5;NA;5;3;NA;NA;4;4;NA;4;4;4;NA;4;4;NA;4;NA;NA;4;4;NA;4;NA;NA;4;NA;4;NA;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
2173;1818;547;2;58;"B";4;632;69;6;38;NA;6;"JUBILADA                                        ";"ENFERMERA                                       ";11;0;NA;5;1;2;1;9;6;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;2;1;0;1;0;0;0;0;0;0;0;4;3;4;3;4;3;1;9;4;3;4;4;4;4;4;4;4;3;3;4;1;3;2;3;3;2;9;1;3;3;3;3;1;2;2;3;2;2;3
1802;1529;178;1;63;"A";1;28;67;2;NA;66;4;"TAXISTA                                         ";"                                                ";4;1;2;3;NA;2;2;6;6;2;NA;1;0;2;0;2;2;0;0;0;0;10;10;0;5;5;5;0;5;0;4;0;4;5;4;3;3;4;NA;NA;NA;3;3;3;3;3;4;3;NA;NA;3;NA;3;NA;3;1;3;3;2;2;2;3;4;3;2;2;NA;2;3;3;3;4
768;694;746;2;61;"A";2;942;65;6;1;NA;2;"AMA DE CASA                                     ";"SECRETARIA                                      ";4;1;2;3;3;2;0;6;0;1;1;0;7;7;4;7;1;0;NA;0;2;1;7;1;0;3;3;3;3;0;2;0;2;NA;2;2;4;4;4;4;1;4;4;4;4;4;4;4;1;4;4;2;4;1;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2676;2207;253;2;50;"A";2;520;58;6;9;NA;6;"JUBILADA                                        ";"BCO PROV.CBA                                    ";10;0;4;NA;3;2;6;9;1;NA;NA;NA;2;5;7;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;3;4;4;NA;4;4;NA;NA;4;4;4;4;4;4;1;1;NA;3;3;1;NA;4;4;4;3;4;2;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
384;358;374;2;58;"B";5;50134;62;2;NA;36;4;"AMA DE CASA                                     ";"DOCENTE                                         ";4;1;2;5;NA;1;3;6;9;5;4;7;1;5;7;7;5;NA;1;NA;NA;2;3;NA;4;3;5;5;4;NA;4;0;3;3;3;3;NA;3;NA;NA;3;NA;NA;4;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;4;3;3;3;3;3;2;3;4;4;3;2;2;3;3;3;3;3
1173;1031;835;2;52;"A";2;285;61;6;15;NA;4;"JUBILADA                                        ";"ENFERMERA                                       ";8;1;2;3;NA;3;3;3;3;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;5;5;5;5;5;NA;5;NA;5;5;NA;NA;NA;NA;NA;NA;NA;NA;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1781;1513;939;2;74;"B";5;50319;NA;2;NA;76;6;"JUBILADA                                        ";"ESCRIBANA                                       ";1;0;NA;6;0;2;3;6;6;2;2;NA;0;0;0;6;0;0;0;0;2;5;6;6;5;NA;NA;NA;NA;NA;NA;5;5;5;5;5;NA;4;NA;NA;NA;4;NA;4;NA;NA;4;NA;NA;4;NA;4;4;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
670;605;707;1;65;"B";5;50048;78;6;22;67;6;"JUBILADO                                        ";"COMERCIANTE                                     ";13;0;NA;6;0;3;3;9;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;5;5;NA;4;NA;5;NA;4;4;4;4;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;3;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;3;NA;NA;3
1212;1066;354;2;52;"A";2;666;59;2;NA;62;4;"JUBILADA                                        ";"DOCENTE                                         ";6;0;NA;6;0;3;3;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;5;3;0;0;0;4;0;4;5;5;4;4;4;4;1;1;1;1;3;4;1;3;4;9;2;9;9;9;9;9;1;3;2;2;1;2;3;3;3;2;2;3;2;2;2;2;3
247;238;140;2;58;"E";13;7224;60;2;NA;60;8;"JUBILADA                                        ";"BIOLOGA                                         ";2;1;3;6;NA;4;4;9;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;0;5;4;NA;NA;NA;NA;5;5;5;5;NA;4;NA;NA;NA;NA;NA;4;4;NA;4;4;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;3;NA;3;3;3;3;NA;NA;NA;NA;3;3;3;3
1729;1470;667;2;51;"C";7;70381;65;1;NA;NA;4;"JUBILADA                                        ";"PROF INGLES                                     ";14;1;2;6;1;2;2;6;3;1;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;0;7;3;5;NA;5;NA;NA;NA;NA;NA;NA;4;5;4;4;4;4;3;1;2;2;3;4;4;1;4;4;3;2;4;1;2;1;4;2;3;3;4;3;3;4;4;3;3;2;2;3;4;3;3;4
2162;1807;882;2;65;"A";2;619;71;5;NA;NA;6;"JUBILADA                                        ";"DOCENTE                                         ";6;0;NA;6;NA;2;3;9;9;1;1;NA;2;3;NA;3;3;NA;2;NA;3;4;5;3;NA;NA;3;NA;4;NA;4;NA;4;4;4;4;4;4;3;3;3;4;4;4;4;3;4;4;3;3;4;4;3;3;3;5;4;NA;3;3;3;4;4;4;4;3;3;3;3;3;4;4
1764;1498;612;2;55;"A";2;38;66;1;NA;NA;4;"MEDICA                                          ";"MEDICA                                          ";11;0;NA;6;0;2;2;6;6;1;NA;NA;7;NA;NA;NA;NA;NA;NA;7;NA;2;2;4;0;3;0;0;0;0;3;4;4;5;4;4;9;4;1;1;3;3;4;9;3;1;4;3;4;4;4;3;4;1;4;NA;3;3;4;4;3;4;4;4;4;3;2;9;4;3;3;3
87;87;981;2;60;"E";13;6071;67;1;NA;NA;6;"JUBILADA                                        ";"DOCENTE UNIVERSITARIO                           ";7;0;NA;6;NA;2;2;6;9;1;NA;NA;2;NA;NA;NA;NA;NA;NA;5;NA;4;2;NA;NA;4;NA;NA;NA;NA;NA;4;NA;5;4;4;NA;4;4;2;4;4;4;3;3;NA;2;NA;2;2;NA;9;4;NA;3;NA;3;3;3;3;3;4;4;3;2;2;3;3;3;3;3;3
284;267;533;2;82;"C";7;70336;82;6;4;NA;4;"JUBILADA                                        ";"AMA DE CASA                                     ";1;0;NA;NA;NA;2;2;6;9;3;2;NA;NA;NA;7;7;NA;NA;NA;NA;NA;2;NA;NA;NA;4;4;4;NA;4;NA;NA;3;3;3;3;NA;NA;NA;NA;NA;3;NA;NA;3;NA;3;NA;NA;NA;NA;NA;3;NA;NA;5;NA;NA;NA;NA;NA;3;4;NA;NA;3;NA;NA;NA;NA;NA;3
2079;1739;177;2;64;"A";1;367;73;2;NA;75;6;"JUBILADA                                        ";"PROFESORA                                       ";7;1;NA;6;0;3;3;9;9;2;2;7;2;4;4;7;2;4;2;NA;NA;NA;7;NA;NA;5;5;5;5;5;NA;NA;NA;4;5;4;3;4;3;1;1;2;3;3;3;2;3;3;4;4;4;1;NA;1;2;3;3;2;3;1;2;NA;4;3;3;1;1;2;3;NA;2;3
2688;2216;780;2;53;"A";1;20;63;6;10;NA;6;"                                                ";"DOCENTE                                         ";9;1;2;5;1;3;2;9;3;3;3;NA;3;3;7;4;3;2;3;NA;NA;3;7;NA;NA;5;5;4;5;4;4;NA;NA;5;5;NA;NA;4;2;1;2;4;4;4;4;1;NA;4;NA;4;4;2;4;1;4;10;4;4;4;9;3;3;4;4;9;3;3;4;4;4;4;4
1376;1192;74;2;68;"A";2;253;NA;2;NA;74;6;"JUBILADA                                        ";"DIREC. PRIMARIA                                 ";3;1;3;5;NA;2;3;9;6;2;2;7;NA;2;7;2;2;2;NA;NA;NA;1;NA;NA;3;0;4;4;4;4;0;0;3;4;4;NA;NA;4;NA;NA;NA;4;NA;4;NA;NA;4;4;NA;NA;NA;NA;NA;NA;4;3;4;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;4;NA;4
2684;2214;485;2;52;"B";4;325;57;2;NA;57;6;"JUBILAD                                         ";"DOCENTE                                         ";21;1;3;4;NA;3;2;9;6;2;2;7;5;NA;NA;NA;NA;NA;NA;3;NA;NA;NA;NA;5;4;5;NA;4;NA;NA;NA;NA;5;4;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
240;232;985;2;61;"D";10;176;76;2;NA;77;6;"AMA DE CASA                                     ";"COMERCIANTE                                     ";15;0;NA;5;NA;NA;2;6;9;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;5;5;5;5;5;NA;5;NA;NA;NA;4;4;4;NA;NA;4;NA;4;4;NA;NA;4;NA;NA;NA;NA;4;NA;NA;6;3;NA;NA;NA;3;3;3;3;NA;NA;NA;NA;3;3;3;3
2550;2110;649;2;58;"A";2;751;65;5;NA;67;4;"JUBILADA                                        ";"GERENTE RRHH                                    ";7;1;3;6;2;2;2;6;6;1;1;NA;NA;6;NA;7;5;NA;NA;NA;1;5;3;5;NA;NA;5;NA;4;NA;NA;NA;4;5;4;4;3;4;3;1;3;4;2;4;4;2;3;4;2;2;3;2;3;1;2;5;4;2;3;2;3;4;4;3;3;2;2;2;3;2;2;3
76;76;42;2;59;"E";13;7111;69;6;4;NA;2;"JUBILADA                                        ";"ENFERMERA                                       ";10;0;NA;5;NA;2;1;3;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;9;5;5;5;5;9;9;9;5;5;5;4;4;4;2;2;4;4;4;4;4;4;4;9;4;4;9;4;9;4;NA;4;2;4;9;2;4;3;3;2;4;4;3;2;2;2;3
11;11;538;2;52;"E";13;7273;NA;2;NA;73;6;"                                                ";"DOCENTE                                         ";16;1;3;6;1;3;3;9;6;2;2;7;2;5;6;3;1;1;1;NA;NA;6;4;NA;4;4;4;4;4;4;4;NA;NA;4;4;NA;4;4;4;NA;NA;4;4;4;4;NA;4;4;NA;NA;NA;NA;4;NA;4;12;3;NA;3;NA;3;3;4;4;NA;NA;NA;NA;4;NA;4;4
1105;975;616;2;50;"E";13;6057;68;5;NA;NA;6;"JUBILADA                                        ";"DOCENTE ESPECIAL                                ";18;1;3;5;1;2;3;9;9;1;NA;NA;1;1;1;1;1;1;NA;NA;NA;3;1;3;NA;3;4;4;4;4;4;NA;4;4;4;4;4;4;4;1;1;3;1;2;3;1;3;3;1;3;3;1;3;1;1;16;3;NA;3;3;3;3;4;4;3;4;4;4;4;2;3;4
2503;2070;981;2;54;"B";4;586;64;2;NA;65;6;"JUBILADA                                        ";"DOCENTE                                         ";10;1;3;5;2;3;4;9;9;5;4;7;0;7;0;0;0;0;0;0;0;7;7;7;4;4;4;NA;4;NA;NA;NA;NA;5;5;5;NA;4;NA;NA;NA;NA;NA;4;4;NA;4;4;NA;4;4;NA;4;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
358;336;643;1;65;"B";5;50210;68;2;NA;NA;6;"JUBILADO                                        ";"MEDICA                                          ";4;1;2;6;NA;2;2;9;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;5;4;4;3;3;NA;NA;NA;4;4;4;NA;4;4;NA;NA;3;NA;3;NA;NA;4;4;NA;4;4;2;NA;1;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
839;755;630;2;54;"B";4;162;74;6;22;NA;6;"JUBILADA                                        ";"BANCARIA                                        ";20;1;2;5;1;2;2;9;9;1;NA;NA;NA;1;1;1;1;NA;NA;NA;NA;2;3;2;NA;NA;4;4;4;NA;NA;NA;4;4;3;3;NA;4;NA;NA;NA;4;4;4;4;NA;4;4;NA;NA;4;NA;4;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2368;1968;994;2;65;"A";2;475;79;6;8;NA;8;"OFICINA DE FABRI                                ";"TRABAJO EN FABRI                                ";13;0;NA;6;0;3;3;6;6;1;NA;NA;NA;3;NA;9;3;NA;NA;NA;NA;NA;NA;5;0;1;3;3;0;0;2;NA;0;NA;NA;NA;NA;3;2;1;2;2;2;3;3;1;3;3;3;2;3;1;3;NA;4;4;3;3;3;3;2;2;4;3;2;1;NA;1;3;3;3;2
2629;2171;922;2;50;"A";1;77;55;2;NA;55;6;"JUBILADA                                        ";"EMPLEADA BANCARI                                ";5;1;3;4;3;3;2;9;9;5;5;7;3;7;7;NA;2;3;1;2;NA;7;NA;NA;3;NA;4;4;4;4;NA;4;3;5;3;3;3;3;NA;1;1;4;3;1;3;1;4;4;4;3;3;1;3;9;2;4;3;9;2;2;1;3;3;2;3;3;2;2;3;3;3;2
824;742;37;2;58;"B";4;786;72;3;NA;74;6;"JUBILADO                                        ";"ADMINIST                                        ";13;1;2;4;1;3;3;9;6;5;3;7;7;7;1;2;1;0;0;0;2;2;0;NA;5;NA;5;5;5;5;NA;NA;NA;5;5;NA;9;4;9;9;9;9;NA;NA;4;4;4;4;9;9;9;4;9;NA;9;11;4;3;9;9;NA;3;4;4;3;9;9;9;9;3;3;4
1168;1027;618;1;65;"A";1;197;65;2;NA;66;6;"JUBILADO                                        ";"ING CIVIL                                       ";3;1;3;6;NA;3;3;9;6;5;3;1;7;NA;NA;NA;NA;NA;NA;2;7;NA;NA;NA;5;4;5;NA;NA;NA;NA;NA;NA;5;5;NA;2;3;2;1;1;2;NA;4;3;2;3;3;NA;NA;3;2;2;1;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
760;687;724;1;58;"C";7;70477;67;3;NA;54;4;"ESTUDIO DEPORTE                                 ";"CONTADOR PUBLICO                                ";11;1;3;6;NA;2;2;3;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;2;3;NA;3;NA;2;NA;3;4;3;3;3;3;2;1;NA;4;4;4;4;3;3;3;NA;3;4;1;3;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
323;306;707;2;60;"B";5;50366;NA;2;NA;73;6;"                                                ";"PROFESORA                                       ";10;1;3;5;NA;3;3;9;6;2;2;7;2;4;2;5;4;2;2;NA;NA;3;2;NA;4;4;4;4;4;3;4;NA;NA;4;3;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;3;NA;3;4
526;483;729;2;61;"D";11;417;2;2;NA;78;6;"JUBILADA                                        ";"DOCENTE                                         ";16;1;3;6;1;2;2;9;9;6;4;7;NA;2;2;4;2;2;NA;NA;NA;2;1;NA;4;4;5;5;3;4;9;NA;9;5;5;3;3;4;1;1;1;1;1;3;4;1;3;4;9;NA;3;9;2;NA;4;10;3;3;4;4;4;3;4;4;4;2;2;3;3;3;3;3
1024;915;999;2;60;"E";13;7134;78;6;20;90;4;"JUBILADO                                        ";"                                                ";28;1;2;3;1;2;2;6;9;2;NA;NA;0;NA;2;2;1;1;0;NA;0;3;4;0;NA;4;5;5;5;5;4;NA;4;4;4;NA;NA;3;NA;NA;NA;NA;NA;3;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;3;NA;NA;NA;NA;NA;NA;NA;3
2329;1934;498;2;58;"B";4;536;NA;2;NA;73;6;"JUBILADO                                        ";"DOCENTE                                         ";14;0;NA;4;1;2;3;6;6;2;NA;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;NA;5;NA;4;NA;NA;4;NA;NA;NA;4;4;NA;NA;NA;NA;NA;NA;NA;NA;4;4;NA;NA;NA;NA;NA;NA;NA;2;4;NA;NA;NA;NA;4;4;NA;NA;NA;NA;NA;4;NA;NA;NA
491;451;634;2;52;"D";10;256;74;2;NA;81;6;"JUBILADA                                        ";"DOCENTE                                         ";22;1;3;5;NA;3;3;9;6;2;3;7;NA;3;NA;3;2;NA;2;NA;NA;4;3;3;4;4;5;NA;5;NA;5;NA;5;5;4;4;4;4;4;NA;NA;NA;NA;NA;4;NA;4;4;NA;4;4;NA;4;NA;4;NA;4;NA;4;NA;3;4;4;4;4;4;4;NA;4;NA;NA;4
136;136;992;2;58;"E";13;7054;NA;1;NA;NA;2;"JUBILADA                                        ";"PODER JUDICIAL                                  ";12;0;NA;4;1;2;1;3;6;1;12;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;NA;NA;NA;4;NA;3;3;5;3;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;5;4;NA;3;NA;3;3;3;NA;NA;NA;4;3;4;4;2;4
2401;1994;259;2;42;"A";2;405;68;2;NA;68;6;"JUBILADA                                        ";"DOCENTE                                         ";28;1;3;4;0;2;2;9;9;3;2;0;NA;7;3;3;0;3;NA;NA;1;2;0;NA;3;NA;4;4;3;3;3;NA;4;4;3;NA;3;4;3;1;1;4;1;4;4;4;4;4;3;3;3;2;3;1;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
